index,total_in_score,total_out_score,id,title,abstract
4229,0,0,2833,Palestinian Death Toll Rises (141 vertices),"ספיר ליפקיןבכירים מצריים הדגישו כי ""המשך הפעולות הצבאיות בכלל, ופתיחת מבצע נרחב ברפיח במהלך רמדאן, יעמיד את האזור כולו על סף 'הר געש'. הסכנה לכך תהיה לא רק לישראל, אלא לכל מדינות האזור""@N12chat"
4230,0,0,2850,Palestinian Death Toll Rises (141 vertices),"סעודיה וקטר פרסמו אתמול הודעות גינוי ל""פלישה"" הישראלית לשטח סוריה ולפגיעה בריבונותה ושלמות אדמותיה.מדינות ערביות נוספות, בהן מצרים, גינו אף הן את המהלך הקרקעי של צה""ל בדרום סוריה.כדי להגיב לכתבה לחצו כאן"
4231,0,0,2851,Palestinian Death Toll Rises (141 vertices),ירון שניידרדיווח על תקיפת דירה בבניין במחוז דיר אלבלח שבמרכז הרצועה@N12chat
4232,0,0,2858,Palestinian Death Toll Rises (141 vertices),"סוכנות הידיעות הרוסית ספוטניק, מפי מקור בחמאס:חמאס תשחרר היום 10 חטופים ישראלים (חיים - א""ע), בהם שניים המחזיקים באזרחות רוסית."
4233,0,0,2859,Palestinian Death Toll Rises (141 vertices),"ספיר ליפקיןדיווח בערוץ אל-חדת' הסעודי: ויסאם א-טויל שחוסל היה אחראי על יחידה 800 בסוריה, שמתמחה בהכשרות ובאימונים של אנשי חיזבאללה והמיליציות באזור, והוביל את יחידה 122 של כוח רדואן של חיזבאללה בחודש האחרון@N12chat"
4234,0,0,2881,Palestinian Death Toll Rises (141 vertices),גרמניה: הנהג הדורס מהפיגוע אמש במגדבורג יועמד לדין על רצח 5 אנשים וניסיון רצח של 205 נוספים.כדי להגיב לכתבה לחצו כאן
4235,0,0,2921,Palestinian Death Toll Rises (141 vertices),"פוראת נסארקורבן הרצח בערערה: נועמאן אבו ג'אמע, תושב רהט בשנות ה-50 לחייו@N12chat"
4236,0,0,2943,Palestinian Death Toll Rises (141 vertices),"עמית סגלהשר מיקי זוהר ב""פגוש את העיתונות"": ""אם תקום ממשלת אחדות של 90 חברי כנסת - אפשר ללכת לבחירות שנה אחרי סוף המלחמה""@N12chat"
4237,0,0,2970,Palestinian Death Toll Rises (141 vertices),"רשות המעברים בעזה:אתמול לא נכנסו משאיות סיוע דרך מעבר כרם שלום.דרך מעבר רפיח נכנסו 90 משאיות ע""פ ההתפלגות הבאה:84 משאיות של סיוע0 משאיות עבור סוחרים פרטיים4 מיכליות גז בישול 2 מיכליות סולר"
4238,0,0,2991,Palestinian Death Toll Rises (141 vertices),דסק החוץדרום אפריקה הגישה בקשה דחופה לבית המשפט הבין-לאומי לצדק בעניין התקיפה ברפיח@N12chat
4239,0,0,3006,Palestinian Death Toll Rises (141 vertices),"ניר דבוריכוחות צה""ל תוקפים ומתקדמים ברצועה: עשרות כלי טיס של חיל האוויר תקפו כ-230 מטרות של חמאס ביממה האחרונה. במהלך הפעילות הקרקעית של לוחמי המילואים מצוות הקרב החטיבתי 551 בג׳באליא, פעלו הכוחות לפינוי מוסדר של אוכלוסייה דרומה. בנוסף, הלוחמים ערכו סריקות בבית ספר ואיתרו אמצעי לחימה רבים@N12chat"
4240,0,0,3007,Palestinian Death Toll Rises (141 vertices),"מבזקן 12בפעילות לילית של צה""ל: שישה מבוקשים נעצרו הלילה ברחבי יהודה ושומרון, אמצעי לחימה רבים אותרו והוחרמו; מתחילת המלחמה: נעצרו 2,550 מבוקשים ברחבי אוגדת יהודה ושומרון וחטיבת הבקעה והעמקים, כ-1,300 מהם שייכים לחמאס@N12chat"
4241,0,0,3008,Palestinian Death Toll Rises (141 vertices),אסף רוזנצוייגהרשות השופטת באיראן הודיעה שהענישה את רויה האשמתי בעונש של 74 מלקות בשל עבירת אי-עטיית חיג'אב. גורמים המזוהים עם האופוזיציה באיראן הדגישו כי זהו מעשה של גבורה למען המחאה@N12chat
4242,0,0,3049,Palestinian Death Toll Rises (141 vertices),"עלה ל 14 מספר ההרוגים בתקיפה /דליקה במרכז א-צנאעה של אונר""א באזור אלמואצי במערב ח'אן יונס."
4243,0,0,3072,Palestinian Death Toll Rises (141 vertices),"ראש ממשלת לבנון, נג'יב מיקאתי:אחרי התקיפה ההיסטרית היום בביירות יש להגיע ליישום מיידי של הפסקת האש.##תוכנית האש שהכינו בצה""ל להיום משיגה את מטרתה בהצלחה רבה.תגובה אחת"
4244,0,0,3087,Palestinian Death Toll Rises (141 vertices),"שקיעה ברפיח, דרום רצועת עזה.כדי להגיב לכתבה לחצו כאן"
4245,0,0,3116,Palestinian Death Toll Rises (141 vertices),"ארה""ב תוקפת מהאוויר בסוריה ובתימן ביממות האחרונות.הפנטגון הודיע אמש כי צבא ארה""ב ביצע 9 תקיפות ביממה האחרונה כנגד יעדי המיליציות הפרו איראניות בסוריה (על רקע תקיפות של מיליציות אלו על  בסיסים אמריקאים בסוריה).כמו כן דיווחו מקורות המזוהים עם ""ציר ההתנגדות"" כי ארה""ב ובריטניה תקפו הלילה יעדי החות'ים בתימן. זה הלילה השלישי ברציפות שארה""ב ובריטניה תוקפות יעדי החות'ים בתימן.כדי להגיב לכתבה לחצו כאן"
4246,0,0,3130,Palestinian Death Toll Rises (141 vertices),"בכיר החמאס אסאמה חמדאן: ""תכניות הכיבוש להקים רצועת ביטחון (אזור חיץ) בגבול רצועת עזה הן פשע ותוקפנות על אדמתנו"".###הנגיסה באדמות הרצועה כואבת לחמאס מאוד מפני שהיא מייצרת מציאות בה פעולה שיזמה חמאס גורמת לרגרסיה - לאובדן שטחים קבוע מבחינת הרצועה.""כיבוש אדמות"" על ידי ישראל בשעה שחמאס שואפת ל""שחרור אדמות"".אובדן שטחים יקשה על חמאס  לטעון ל""ניצחון"" כפי שהיא רגילה לטעון אחרי אירועי לחימה.יש באו דן השטח משהו מוחלט וחד ערכי שאינו נתון לפרשנות:היה שטח וכעת הוא איננו.זה כואב להם הרבה יותר מאובדן של בכירים ומאובדן חייהם של עשרות אלפי מתושבי הרצועה.כדי להגיב לכתבה לחצו כאן"
4247,0,0,3137,Palestinian Death Toll Rises (141 vertices),"משרד הבריאות הלבנוני:78 הרוגים ו 122 פצועים ביממה שחלפה בלבנון (מספר הרוגים ביממה גבוה יחסית לתקופה האחרונה - א""ע).3365 הרוגים ו 14,344 פצועים בלבנון מאז תחילת המלחמה.כדי להגיב לכתבה לחצו כאן"
4248,0,0,3316,Palestinian Death Toll Rises (141 vertices),משרד הבריאות הפלסטיני: מספר ההרוגים בג'נין עלה ל 9 ומספר הפצועים ל 15.
4249,0,0,3330,Palestinian Death Toll Rises (141 vertices),סוכנות הידיעות רויטרס: קנצלר גרמנית אולאף שולץ צפוי להגיע מחר לישראל לביקור הזדהות.
4250,1,0,3350,Palestinian Death Toll Rises (141 vertices),ספיר ליפקין📝מהבוקר: חיזבאללה קיבל אחריות ל-5 לפעולות נגד ישראל בגבול לבנון@N12chat
4251,0,0,3367,Palestinian Death Toll Rises (141 vertices),אסף רוזנצוייגנשיא רוסיה פוטין הגיע לביקור רשמי בבלארוס@N12chat
4252,0,0,3391,Palestinian Death Toll Rises (141 vertices),אנטוניה ימיןגרמניה נגד הימין הקיצוני: במהלך כל סוף השבוע האחרון התקיימו עשרות הפגנות ענק בכל רחבי גרמניה נגד מפלגת ה-AFD ובדרישה להוציא אותה מחוץ לחוק. ההפגנה הגדולה ביותר בה השתתפו מעל 350 אלף איש התקיימה היום מול בניין הרייכסטאג בברלין@N12chat
4253,0,0,3480,Palestinian Death Toll Rises (141 vertices),"מבזקן 12כ-65 אלף מטיילים פקדו במהלך היום את שמורות הטבע והגנים הלאומיים. בין האתרים הבולטים: הגן הלאומי קיסריה, הגן הלאומי ירקון תל אפק והגן הלאומי בית גוברין@N12chat"
4254,0,0,3565,Palestinian Death Toll Rises (141 vertices),"ניר דבורידובר צה""ל: לוחמי צוות הקרב של חטיבה 401 הפועלים תחת אוגדה 162 ביצעו פשיטה ממוקדת על הבניין המרכזי של ""המוצב המזרחי"" בעיר עזה. המוצב מהווה מרכז אסטרטגי של חמאס בעזה, ממוקם בלב אוכלוסייה אזרחית, בסביבת בנייני מגורים, בתי ספר ובתי חולים@N12chat"
4255,0,0,3572,Palestinian Death Toll Rises (141 vertices),"גיא ורוןצה""ל: ההתרעות מוקדם יותר הערב על חדירת כלי טיס בצפון - שווא@N12chat"
4256,0,0,3605,Palestinian Death Toll Rises (141 vertices),"ניר דבורישר הביטחון יואב גלנט נפגש הבוקר עם יועצו של ביידן לענייני המזרח התיכון, ברט מקגורק. גלנט: ""נרחיב את המנדט לצוותי המשא ומתן ונגביר את הלחץ הצבאי על חמאס"". צילום: אריאל חרמוני, משרד הביטחון@N12chat"
4257,0,0,3626,Palestinian Death Toll Rises (141 vertices),מוקדם יותר היום פרסמתי תיעוד👆פלסטיני של טנקים ליד אונ' אלאקצא במערב ח'אן יונס.העוקב ע' שם לב שהמבנה שהופיע בתמונה (חלק מהקמפוס של אונ' אלאקצא) הוא למעשה מבנה אולם הספורט של היישוב נווה דקלים.כדי להגיב לכתבה לחצו כאן
4258,0,0,3670,Palestinian Death Toll Rises (141 vertices),"סוכנות הידיעות הרוסית ספוטניק, מפי מקור בחמאס:חמאס תשחרר היום 10 חטופים ישראלים (חיים - א""ע), בהם שניים המחזיקים באזרחות רוסית.כדי להגיב לכתבה לחצו כאן"
4259,0,0,3702,Palestinian Death Toll Rises (141 vertices),"ניצן שפיראתושבי קריית גת תלו 104 בלונים כתומים בכיכר המרכזית בעיר, לציון יום הולדתו של כפיר ביבס המוחזק בשבי חמאס כבר 104 ימים@N12chat"
4260,0,0,3703,Palestinian Death Toll Rises (141 vertices),חזבאללה מודיע על הרוג נוסף בשורותיו:אחמד אחמדמספר 94כדי להגיב לכתבה לחצו כאן
4261,0,0,3927,Palestinian Death Toll Rises (141 vertices),אסף רוזנצוייגדיווח בניו יורק טיימס: במקביל לתקיפות אתמול בוצעו גם תקיפות סייבר נגד יעדים איראניים@N12chat
4262,0,0,3929,Palestinian Death Toll Rises (141 vertices),רגע... יש עוד:בסאם כנג'ו (אבו חסין ת'אאר)מחמד שרי (כרבלא)הגענו ל 84 הרוגים לחזבאללה.כדי להגיב לכתבה לחצו כאן
4263,0,0,4049,Palestinian Death Toll Rises (141 vertices),ספיר ליפקיןפיצוץ חריג ברובע הדאחיה בדרום ביירות | תיעוד@N12chat
4264,0,0,4094,Palestinian Death Toll Rises (141 vertices),ספיר ליפקיןמהבוקר: חיזבאללה קיבל אחריות לחמש פעולות נגד ישראל בגבול לבנון@N12chat
4265,0,0,4241,Palestinian Death Toll Rises (141 vertices),תמונות שפרסם כתב גלצ שחר גליק מרצועת עזה.כדי להגיב לכתבה לחצו כאן
4266,0,0,4244,Palestinian Death Toll Rises (141 vertices),"אסף רוזנצוייגסוכנות הידיעות YONHAP בדרום קוריאה מדווחת שצפון קוריאה שיגרה טיל בליסטי, אך השיגור ככל הנראה נכשל@N12chat"
4267,0,0,4259,Palestinian Death Toll Rises (141 vertices),"מעיין פרתי📝משרד החקלאות והשירותים הווטרינריים הורו להשמיד 300 אלף תרנגולות מטילות, לאחר שלא נמצא מקום אכלוס עבורם. המתת העופות צפויה להביא למחסור בביצים בפסח, אחרי שלולים רבים בצפון נסגרו בעקבות המצב הביטחוני. במקור היו אמורות התרנגולות לשהות בלולים בצפון, אך הלולים האלו ספגו פגיעה ישירה ולא ניתן לאכלס בהם את העופות@N12chat"
4268,0,0,4262,Palestinian Death Toll Rises (141 vertices),"אסף רוזנצוייג📝דיווח ב-AFP: לפחות 10 מחבלים חות'ים חוסלו בתקיפת צבא ארה""ב בניסיון להשתלט על הספינה של חברת מארסק@N12chat"
4269,0,0,4324,Palestinian Death Toll Rises (141 vertices),"אדר גיציסכ-50 שיגורים מלבנון, אין נפגעים - מהמטחים הכבדים לגליל מתחילת המלחמה@N12chat"
4270,0,0,4427,Palestinian Death Toll Rises (141 vertices),"הגענו ל 100!חזבאללה מודיע רשמית על שני הרוגים בשורותיו:עלי פראן (זה שדיווחתי עליו מוקדם יותר ונהרג בתקיפה בסוריה).עבאס ארזוניסה""כ 100 הרוגים לחזבאללה מתחילת המלחמה - ע""פ הודעות רשמיות של הארגון.כדי להגיב לכתבה לחצו כאן"
4271,0,0,4437,Palestinian Death Toll Rises (141 vertices),"דנה ויסלגבי ערביי איו""ש: ההערכה היא שתותר כניסתם של 15 אלף מתפללים מעל גיל 60 וילדים עד גיל 10@N12chat"
4272,0,0,4438,Palestinian Death Toll Rises (141 vertices),"ספיר ליפקיןמשלחת של חמאס בראשות ח'ליל אל-חיה, סגנו של יחיא סינוואר - הגיעה הבוקר לקהיר לסבב שיחות חדש במסגרת המשא ומתן@N12chat"
4273,0,0,4449,Palestinian Death Toll Rises (141 vertices),"הנציב הכללי של אונר""א, פיליפ לריזני על הקפאת המימון של אונר""א מטעם ארה""ב, פינלנד, בריטניה, קנדה, אוסטרליה ואיטליה:הקפאת המימון מאיימת על המשך הפעילות ההומניטרית באזור, בעיקר ברצועת עזה.אני קורא למדינות שהקפיאו את המימון לאונר""א לבחון מחדש את החלטתן.כדי להגיב לכתבה לחצו כאן"
4274,0,0,4521,Palestinian Death Toll Rises (141 vertices),"העיתון הגרמני ""בילד"" מדווח שגרמניה תספק לאוקראינה כ 4,000 כטב""מים מתאבדים עם טווח מוגדל מסוג מיני טאורוס.כדי להגיב לכתבה לחצו כאן"
4275,0,0,4555,Palestinian Death Toll Rises (141 vertices),"מנכ""ל משרד הבריאות הפלסטיני בעזה:100 גופות מוטלות בחצר בית החולים שפאא בעזה.עוד 60 גופות בתוך בית החולים ועוד 50 במקררים."
4276,0,0,4637,Palestinian Death Toll Rises (141 vertices),"ערוצים פלסטינים מדווחים שכוחות צה""ל עצרו הלילה פועלים עזתיים ששהו בקלקיליה (נכנסו לישראל לפני המלחמה-א""ע).כדי להגיב לכתבה לחצו כאן"
4277,0,0,4699,Palestinian Death Toll Rises (141 vertices),"ספיר ליפקיןחיזבאללה קיבל אחריות לירי הנ""ט לעבר כפר יובל@N12chat"
4278,0,0,4709,Palestinian Death Toll Rises (141 vertices),"גאנם איברהיםמשרד הבריאות הפלסטיני מדווח על 241 הרוגים ו-382 פצועים פלסטינים מתקיפות צה""ל בעזה ב-24 שעות האחרונות@N12chat"
4279,0,0,4721,Palestinian Death Toll Rises (141 vertices),"מבזקן 12הותר לפרסום: חייל שריון סמ""ר בוריס דונבצקי, בן 21 מקריית ביאליק, נהרג בקרב בצפון רצועת עזה@N12chat"
4280,0,0,4763,Palestinian Death Toll Rises (141 vertices),"ספיר ליפקיןדובר צה""ל בערבית, סא""ל אביחי אדרעי, ‏קרא לתושבי עזה, ובפרט לאלו שבאזור ח'אן יונס - להתפנות מבתיהם, דרך ציר עוקף ממערב לח'אן יונס. הוא הודיע על הפוגה טקטית-זמנית בלחימה ברפיח ב-10:00-14:00@N12chat"
4281,0,0,4786,Palestinian Death Toll Rises (141 vertices),"ניר דבוריצה""ל: כוחות הביטחון פעלו במבצע נרחב לסיכול טרור במרחב מחנה טול-כרם: הכוחות סרקו כ-1,000 מבנים ותחקרו מאות חשודים, מתוכם נעצרו למעלה 37 מבוקשים, חלקם בכירים בתשתית הטרור של טול כרם. הלוחמים איתרו והשמידו למעלה מ-400 מטענים, החרימו 27 נשקים והשמידו חמש מעבדות לייצור מטענים וארבעה חמ""לי תצפיות@N12chat"
4282,0,0,4787,Palestinian Death Toll Rises (141 vertices),"מבזקן 12דובר צה""ל התיר לפרסם את שמותיהם של ארבעה חללי צה""ל:@N12chat"
4283,0,0,4798,Palestinian Death Toll Rises (141 vertices),"דסק החוץמטוס קרב אמריקני מסוג F-16, התרסק בים מול החוף המערבי של קוריאה הדרומית. הטייס הצליח לנטוש את המטוס וחולץ מהמים כשעה לאחר מכן בהכרה מלאה, כך דווח בסוכנות הידיעות רויטרס@N12chat"
4284,0,0,4871,Palestinian Death Toll Rises (141 vertices),תודה לעוקב ה 350 אלף שמצא אחלה יום להצטרף לערוץ.כדי להגיב לכתבה לחצו כאן
4285,0,0,4912,Palestinian Death Toll Rises (141 vertices),"מבזקן 12📝המשטרה עצרה שלושה תושבי שכם וטייבה בחשד שניסו להבריח אלפי חלקי נשק שהיו מוסלקים במכונת אריגה במשקל כמה טונות. אמל""ח זה יועד להגיע לשטחי הרשות הפלסטינית@N12chat"
4286,0,0,105,Recent Developments in Middle East (52 vertices),"צה""ל תקף את בית משפחת אבו רביע במחנה א-שעות' במערב רפיח (דרום הרצועה). הרוגים ופצועים במקום.User sent a document"
4287,0,0,106,Recent Developments in Middle East (52 vertices),"הפלסטינים מפרסמים תיעוד מאזור בית החולים אלמעמדאני במערב העיר עזה, לאחר שכוחות צה""ל יצאו מאזור זה.כדי להגיב לכתבה לחצו כאן"
4288,1,0,143,Recent Developments in Middle East (52 vertices),"ניר דבוריבפעילות לילית: עשרות מחבלים נעצרו בידי צה""ל בג'באליה שבצפון הרצועה@N12chat"
4289,0,0,289,Recent Developments in Middle East (52 vertices),"פלג גדודי אלמג'הדין בעזה: שיגרנו טיל מסוג ""סעיר"" לעבר כלי שיט של חיל הים הישראלי.משעשע לראות שהם צילמו רק את הירי ולא את תוצאותיו... אפשר להניח שלא היתה ""פגיעה איכותית"" במטרה...User sent a document"
4290,0,0,294,Recent Developments in Middle East (52 vertices),"סרטון שתפס גם מחוץ לגבולות ישראל. הורדתי אותו עכשיו מרשת איראנית המזוהה עם המשטר: ""היהודים לועגים לפצועים הפלסטינים""#משעשעUser sent a document"
4291,0,0,295,Recent Developments in Middle East (52 vertices),"מבזקן 12📝צעיר בן 22 נהרג בתאונת דרכים בין שני כלי רכב בכביש 34 סמוך לצומת ארז. צוותי מד""א פינו לבית החולים ברזילי באשקלון חמישה פצועים: בן 18 במצב קשה עם חבלת ראש ושלושה גברים בשנות ה-60 וה-30 לחייהם ונער בן 16 במצב בינוני עם חבלות בגופם@N12chat"
4292,0,0,421,Recent Developments in Middle East (52 vertices),הפגנה מצרית על השער של מעבר רפיחUser sent a document
4293,1,0,422,Recent Developments in Middle East (52 vertices),"ירון אברהםהמשתתפים מצד ישראל בשיחות שיתקיימו אחר הצוהריים בפריז: ראש המוסד, ראש השב""כ, ניצן אלון ויועצו המדיני של רה""מ אופיר פלק. מלבדם, יהיו ראש ממשלת קטאר, ראש ה-CIA וראש המודיעין המצרי@N12chat"
4294,1,0,534,Recent Developments in Middle East (52 vertices),"ניר דבורי📝צה""ל: כוחות מחטיבה 179 איתרו במרכז הרצועה מבנה בו פעלה חוליית מחבלים שביצעה ירי RPG לעברם. בסריקת המקום איתרו הכוחות מטולי RPG, נשקי קלאצ'ניקוב וציוד צבאי. בצפון הרצועה פעלו לוחמי צוות הקרב של חטיבה 5 וחיסלו מספר מחבלים חמושים בהיתקלויות ביממה האחרונה. הלוחמים תקפו וחיסלו את המחבלים בסיוע ירי טנקים וכן בהכוונת כלי טיס של חיל האוויר@N12chat"
4295,0,0,1242,Recent Developments in Middle East (52 vertices),ההיערכות לעצרת של חזבאללה בדרום ביירותUser sent a document
4296,0,0,1243,Recent Developments in Middle East (52 vertices),חזבאללה: בשעה 21:45 שיגרנו רקטות לעבר יפתח בתגובה על הפגיעה באזרח הלבנוני חסין ברכאת.
4297,0,0,1290,Recent Developments in Middle East (52 vertices),"רפיח: האזור שהותקף מוקדם יותר ליד מסגד עמר בן עבד אלעזיז בשכונת א-תנור, לפני שעה קלה. בתקיפה נהרגו לפחות 5 אנשים.User sent a document"
4298,0,0,1405,Recent Developments in Middle East (52 vertices),תמונות מזירת הפיצוץ בשכונה אלמזה בדמשק.כדי להגיב לכתבה לחצו כאן
4299,0,0,1436,Recent Developments in Middle East (52 vertices),רץ ברשת: סרטון משעשע (עם כתוביות בפרסית) הלועג לכך שהפרסים לא מלכלכים את ידיהם בעזרה לפלסטינים.... הצליח להרגיז כמה מתומכי משמרות המהפכה האיראנים.User sent a document
4300,0,0,1522,Recent Developments in Middle East (52 vertices),"מיכל פעילןסמוך למעון ראש הממשלה בבלפור, פעילים ירושלמים צבעו את המים במזרקה בכיכר פריז באדום, וכתבו: ""נשפך מספיק דם, עסקה על השולחן"". הפעילים מסרו: ""דורשים שראש הממשלה יפסיק להעדיף את בן גביר ואת שלמות הקואליציה על פני הצלת חיים וחזרת החטופים""@N12chat"
4301,0,0,1582,Recent Developments in Middle East (52 vertices),גיא ורוןהאזעקות בצפון: נרשמו בין 40-30 שיגורים@N12chat
4302,0,0,1752,Recent Developments in Middle East (52 vertices),הנה הסרטון ללא ווטר-מארק לשימושכםUser sent a document
4303,1,0,1770,Recent Developments in Middle East (52 vertices),"דובר צה""ל בערבית קרא לתושבי 20 כפרים בדרום לבנון להתפנות.מרבית הכפרים קיבלו בעבר כבר התרעות פינוי.כדי להגיב לכתבה לחצו כאן"
4304,1,0,1837,Recent Developments in Middle East (52 vertices),"אסף רוזנצוייג📝בארה""ב ממשיכים לעדכן את אויביהם על התקיפות המתוכננות נגדם: על פי דיווח בוול סטריט ג'ורנל, תקיפות התגובה על פגיעת הכטב""ם בירדן יחלו בסוף השבוע@N12chat"
4305,1,0,1864,Recent Developments in Middle East (52 vertices),"שושי חתוקהראש הממשלה בנימין נתניהו המליץ על אל״מ (במיל’) ירון כהן לתפקיד ראש מנהלת החטופים, הנעדרים והשבים ארצה. נציבות שירות המדינה אישרה את מינויו - שיובא לאישור הממשלה@N12chat"
4306,0,0,2115,Recent Developments in Middle East (52 vertices),דרום הרצועה: כולם רוצים להגיע אל היעד הנכסף - מילוי בלון גזUser sent a document
4307,0,0,2153,Recent Developments in Middle East (52 vertices),1.הנהר הסודי בדרום ים המלח.
4308,0,0,2357,Recent Developments in Middle East (52 vertices),"אילנית אדלרהתחזית: לאחר שהיה קר מהרגיל לעונה אתמול, היום נרגיש בהתחממות ניכרת והטמפרטורות יחזרו לממוצע העונתי. בשעות הבוקר מזג האוויר יהיה מעונן חלקית ובמשך היום בהיר. רוחות ממזרח ינשבו בהרים, והטמפרטורות יישארו סביב הממוצע עד לסוף השבוע@N12chat"
4309,0,0,2532,Recent Developments in Middle East (52 vertices),עוד שני תיעודים איכותיים יותר של שיגור הקפסולה האיראניתUser sent a document
4310,0,0,2533,Recent Developments in Middle East (52 vertices),יש עוד הרבה מקום פנוי מאחור.אולי סנואר רוצה לעשות עליהם עסקה?
4311,0,0,2862,Recent Developments in Middle East (52 vertices),"בן גולדפריינדכדורסל: הפועל ת""א ניצחה 101:118 את המבורג וביססה את מקומה השני בשלב הבתים ביורוקאפ@N12chat"
4312,0,0,2865,Recent Developments in Middle East (52 vertices),"חזבאללה בינתיים מקבל אחריות על טילי נ""ט וחמאס על ירי רקטי וחדירות.יש חלוקת תפקידים."
4313,0,0,2975,Recent Developments in Middle East (52 vertices),"ניצן שפיראשר הפנים משה ארבל, העניק מעמד תושב קבע לחמיד אבו עראר, אב לתשעה מערוער שבנגב, ששכל את אישתו, נפצע וסיכן את חייו בעוטף כדי להציל חיי חיילים באירועי 7 באוקטבר. שר הפנים ארבל: ""אזרחי ישראל וחיילי צה״ל כולם אסירי תודה לך, משרד הפנים מודה לך ומכריז על היותך חלק בלתי נפרד ממדינת ישראל. אני רואה זכות להיות זה שמעניק לך את תעודת הזהות שלך""@N12chat"
4314,0,0,3042,Recent Developments in Middle East (52 vertices),הרכב והתחמושת שנמצאו בבית החולים שפאאUser sent a document
4315,1,1,3122,Recent Developments in Middle East (52 vertices),"אסף רוזנצוייגכוחות הצי של משמרות המהפכה בהודעה רשמית: ""תפסנו מכלית נפט אמריקנית במפרץ עומאן""@N12chat"
4316,1,0,3284,Recent Developments in Middle East (52 vertices),"ניר דבוריכוחות אוגדה 98 השלימו הלילה את כיתור ח'אן יונס וחיסלו בשיתוף פעולה עם חיל האוויר עשרות רבות של מחבלים ביממה האחרונה, כך נמסר מדובר צה""ל. בהתקלויות שונות חוסלו חוליות מחבלים חמושות בטילי RPG שהיו במרחק עשרות מטרים מהכוחות ושיגרו טילי נ""ט. כוחות צה""ל חשפו רקטות מוכנות לשיגור, מתחמי לחימה, פירים ואמצעי לחימה רבים@N12chat"
4317,0,0,3412,Recent Developments in Middle East (52 vertices),"דובר צה""ל - בג'נין חוסלו היום שני בכירים פלסטינים:   מחמד זביידי, פעיל גא״פ בכיר, מהמחבלים המרכזיים במחנה הפליטים ג׳נין, היה מעורב בפעילות טרור נרחבת וביצע פיגועי ירי וכן קידם פיגועים נוספים במתווים שונים. היה מעורב בין היתר בפיגוע הירי בצומת חרמש ב-30/05/2023…"
4318,0,0,3426,Recent Developments in Middle East (52 vertices),"נשיא רוסיה, פוטין נחת באיחוד האמירויות וזכה לקבלת פנים מיוחדתUser sent a document"
4319,0,0,3613,Recent Developments in Middle East (52 vertices),"ערוצים פלסטינים טוענים זו התקיפה של צה""ל על שיירת המתפנים דרומה. גם כאן אפשר לראות שהתקיפה מאוד ממוקדת ונוגעת לרכב פרטי אחד או שניים לכל היותר.חמאס סיפרה לכל העולם שנהרגו 70 ו 200 נפצעו - שקר מוחלט!User sent a document"
4320,0,0,3779,Recent Developments in Middle East (52 vertices),מבזקן 1217 מבוקשים נעצרו הלילה ברחבי יהודה ושומרון ובחטיבת הבקעה והעמקים@N12chat
4321,0,0,3821,Recent Developments in Middle East (52 vertices),הפגנת תמיכה בעזה ובחמאס בבירת ירדןUser sent a document
4322,1,0,3822,Recent Developments in Middle East (52 vertices),"ספיר ליפקיןהרכב שהותקף בכפרא, דרום לבנון@N12chat"
4323,1,0,3831,Recent Developments in Middle East (52 vertices),אדר גיציסצעירים מעוספייה ומדליית אל כרמל לצד צעירים נוספים מהעדה הדרוזית מקיימים כעת עצרת תמיכה במאבק למען שחרור החטופים בצומת אליקים@N12chat
4324,1,2,3877,Recent Developments in Middle East (52 vertices),"תמונות נוספות של מעצרים המוניים בצפון הרצועה. אירוע משפיל מאוד מבחינת הפלסטינים.הם מתקשים להתמודד איתו ומנסים לטעון, כרגיל, שאלו רק אזרחים ולא פעילים צבאיים...ככה זה ברצועת עזה ערבוב מלא בין אזרחי לצבאי. פעילים צבאיים לובשים תמיד בגדים אזרחיים ומסתתרים באתרים אזרחיים. הם מתים באלפיהם ואז נטען שהם אזרחים. המשחק על התווך בין האזרחי לצבאי הוא אחד המאפיינים הבולטים של חמאס ברצועה לאורך שנים וביתר שאת כעת.כדי להגיב לכתבה לחצו כאן"
4325,0,0,3891,Recent Developments in Middle East (52 vertices),"תושבי עזה ""החפים מפשע"" כולל ילדים, חוגגים הערב את מטח שיגור הרקטות (נשק סטטיסטי) לעבר ריכוזי האוכלוסייה האזרחית במרכז ישראל. -שיגור נשק סטטיסטי (לא מדויק) לעבר ריכוזי אוכלוסייה נחשב לפשע מלחמה ע""פ הדין הבינלאומי.User sent a document"
4326,1,0,3940,Recent Developments in Middle East (52 vertices),הפלסטינים מדווחים על תקיפות אוויריות מרובות היום באזור מחנות מרכז הרצועה.כדי להגיב לכתבה לחצו כאן
4327,0,0,4116,Recent Developments in Middle East (52 vertices),הפלסטינים מדווחים על הדי התפוצצויות בג'נין...כדי להגיב לכתבה לחצו כאן
4328,0,0,4277,Recent Developments in Middle East (52 vertices),המואזין בכפר קראוה בני זיד (נפת ראמאללה) שידר הערב את נאומו של דובר הזרוע הצבאית של חמאס ברמקולים לכל הכפר.לדעתי יהיה ממש נחמד לשמוע את שירת התקווה מהמואזין של המסגד הזה.#רק_אומרUser sent a document
4329,0,0,4289,Recent Developments in Middle East (52 vertices),"הנה סרטון מהאוויר של ""הלפני""User sent a document"
