id,abstract,label,text_label,summary
757,"H.J. HEINZ RAISES QUARTERLY TO 28 CTS FROM 25 CTS

  H.J. HEINZ RAISES QUARTERLY TO 28 CTS FROM 25 CTS
  

",[41],['earn'],"H.J. HEINZ RAISES QUARTERLY TO 28 CTS FROM 25 CTS

  H.J. HEINZ RAISES QUARTERLY TO 28 CTS FROM 25 CTS
  

"
758,"HK BANK EXPECTED TO POST 10 TO 13 PCT PROFIT RISE
  The Hongkong and Shanghai Banking Corp
  &lt;HKBH.HK> is likely to show a rise in profit of between 10 and
  13 pct for 1986, reflecting stronger than expected loan growth,
  share analysts polled by Reuters said.
      Their estimates of the bank's net earnings for last year
  ranged from 2.99 to 3.1 billion H.K. Dlrs. Results will be
  announced on Tuesday. The 1985 net profit was 2.72 billion.
      They forecast a final dividend of 29 cents for a total of
  42 cents for the year against 38 cents in 1985, adjusted for a
  one-for-five bonus issue.
      Analysts said they expected the bank to recommend a bonus
  issue this year, probably one for three or one for five.
      The bank's 61.5 pct subsidiary Hang Seng Bank Ltd &lt;HSGH.HK>
  is to report its 1986 results on Friday.
      Analysts expect Hang Seng to announce net profit of more
  than one billion dlrs for the first time, an increase of 10 to
  12 pct.
      They expect Hang Seng to pay a final dividend of 1.37 dlrs
  for a total of 1.75 dlrs for the year against 1.60 in 1985.
      Analysts said that while the use of undisclosed inner
  reserves by banks here makes forecasting very imprecise,
  Hongkong Bank benefited from the unexpected strength of the
  Hong Kong economy in 1986, when gross domestic product grew by
  nearly nine pct against an initial forecast of 4.5 pct.
      ""They benefited considerably from the pickup in loan demand,
  as their loan portfolio is well balanced,"" an analyst at Mansion
  House Securities (F.E.) Ltd said.
      Government figures show that total loans and advances rose
  by 13.8 pct in 1986, compared with a 4.5 pct increase in 1985.
      Loans to finance Hong Kong's visible trade, the mainstay of
  the local economy, rose by 15.1 pct against a decline of five
  pct in 1985.
      Low interest rates also helped the bank. Interest received
  on loans was low, with the prime rate at 6.5 pct at end-1986,
  but interest paid on savings was two pct. Hongkong Bank and
  Hang Seng Bank control half of all deposits in the banking
  system, giving them access to a large base of low-cost funds.
      The strength of the real-estate market was another major
  income source for the bank group. Loans to finance property
  development and instalment mortgages rose sharply.
      ""The Hongkong Bank group is still the leader in mortgage
  business despite tough competition from the Bank of China group
  and other foreign banks,"" one analyst said.
      The high level of activity on the capital and equities
  markets in 1986 contributed to a sharp improvement in Hongkong
  Bank subsidiaries Wardley Ltd &lt;WAIA.HK> and &lt;James Capel and
  Co>, analysts said. ""Wardley had a tremendous year acting as
  financial adviser and underwriter,"" an analyst said.
      Wardley was underwriter for last year's billion-dlr
  flotation of &lt;Cathay Pacific Airways Ltd>, of which Hongkong
  Bank owned 30 pct at the time.
      The bank's stake has since been cut to 16.4 pct in return
  for 1.57 billion dlrs. It also sold its entire 48.8 pct stake
  in &lt;South China Morning Post Ltd>, the larger of two
  English-language daily newspapers here, for 1.18 billion dlrs.
      The proceeds will go to reserves for acquisitions and will
  not show up in the profit and loss accounts, analysts said.
      Analysts said the bank had also been helped by a reduced
  need to write off bad debts. ""The need for provisions was much
  lower than the year before,"" said Tony Measor of Hong Leong
  Securities Co Ltd. ""Last year's profits should have been 2.8 to
  2.9 billion dlrs if not for the huge provisions.""
      Former Hongkong Bank chairman Michael Sandberg said the
  bank wrote off hundreds of millions of dollars against its
  shipping exposure in 1985. Lesley Nickolds of County Securities
  Asia Ltd said she saw no major shipping writeoffs in 1986. She
  forecast profit of 2.99 billion dlrs.
      The bank's Latin American exposure, mainly through its
  51-pct owned Marine Midland Banks Inc &lt;MM>, appears to have
  improved substantially, analysts said. Marine Midland's 1986
  fourth-quarter loan-loss provisions fell to 44.1 mln U.S. Dlrs
  from 89.2 mln a year before. Its 1986 net profit rose to 145
  mln U.S. Dlrs from 125 mln in 1985.
  

",[41],['earn'],"The Hongkong and Shanghai Banking Corp (HKBH.HK) is expected to report a 10-13% increase in profit for 1986, primarily due to stronger loan growth, a robust Hong Kong economy, and a thriving real estate market. Analysts predict net earnings to range from 2.99 to 3.1 billion H.K. Dlrs, with a final dividend of 29 cents, totaling 42 cents for the year. The bank's subsidiary, Hang Seng Bank Ltd (HSGH.HK), is also expected to announce a net profit of over one billion dlrs for the first time. The bank's performance was boosted by increased loan demand, particularly in the trade and property sectors, as well as low-interest rates and a strong capital market. Additionally, the bank's reduced need to write off bad debts and improved Latin American exposure through its subsidiary, Marine Midland Banks Inc, have contributed to its positive financial outlook."
759,"U.S. M-1 MONEY SUPPLY RISES 1.2 BILLION  DLRS IN MARCH 16 WEEK, FED SAYS

  U.S. M-1 MONEY SUPPLY RISES 1.2 BILLION  DLRS IN MARCH 16 WEEK, FED SAYS
  

",[7],['money-supply'],"U.S. M-1 MONEY SUPPLY RISES 1.2 BILLION  DLRS IN MARCH 16 WEEK, FED SAYS

  U.S. M-1 MONEY SUPPLY RISES 1.2 BILLION  DLRS IN MARCH 16 WEEK, FED SAYS
  

"
760,"SOUTH AFRICAN MAIZE ESTIMATE CALLED CONSERVATIVE
  The South African government's
  maize production estimate of 7.8 mln tonnes for the current
  year is ""rather too conservative,"" leading grain and produce
  merchants Kahn and Kahn Pty Ltd said.
      The company, in a detailed report, estimated the harvest as
  high as 8.3 mln tonnes and said if this forecast is met the
  ostensible surplus for export will be approximately 2.25 mln
  tonnes.
      ""This paradoxically is creating a problem for the Maize
  Board,"" Kahn and Kahn said.
      It said the maize export price currently is depressed and
  the board is ""probably confronted with the necessity to maintain
  or slightly increase the internal price of maize again...To
  offset the ostensible loss which must be faced"" on exporting
  surplus amounts.
  

","[64, 39]","['corn', 'grain']","SOUTH AFRICAN MAIZE ESTIMATE CALLED CONSERVATIVE
  The South African government's
  maize production estimate of 7.8 mln tonnes for the current
  year is ""rather too conservative,"" leading grain and produce
  merchants Kahn and Kahn Pty Ltd said.
      The company, in a detailed report, estimated the harvest as
  high as 8.3 mln tonnes and said if this forecast is met the
  ostensible surplus for export will be approximately 2.25 mln
  tonnes.
      ""This paradoxically is creating a problem for the Maize
  Board,"" Kahn and Kahn said.
      It said the maize export price currently is depressed and
  the board is ""probably confronted with the necessity to maintain
  or slightly increase the internal price of maize again...To
  offset the ostensible loss which must be faced"" on exporting
  surplus amounts.
  

"
761,"MONEY MARKET FUND ASSETS ROSE 552.5 MLN DLRS IN LATEST WEEK TO 237.46 BILLION

  MONEY MARKET FUND ASSETS ROSE 552.5 MLN DLRS IN LATEST WEEK TO 237.46 BILLION
  

",[7],['money-supply'],"MONEY MARKET FUND ASSETS ROSE 552.5 MLN DLRS IN LATEST WEEK TO 237.46 BILLION

  MONEY MARKET FUND ASSETS ROSE 552.5 MLN DLRS IN LATEST WEEK TO 237.46 BILLION
  

"
762,"ANITEC IMAGE TECHNOLOGY CORP &lt;ANTC> 2ND QTR NET
  Shr 33 cts vs 28 cts
      Net 3,722,000 vs 3,103,000
      Sales 33.0 mln vs 31.8 mln
      Avg shrs 11.2 mln vs 11.1 mln
      1st half
      Shr 68 cts vs 58 cts
      Net 7,585,000 vs 6,346,000
      Sales 65.9 mln vs 61.3 mln
      Avg shrs 11.2 mln vs 11.0 mln
      NOTE: Share adjusted for three-for-two October 1986 stock
  split.
  

",[41],['earn'],"ANITEC IMAGE TECHNOLOGY CORP &lt;ANTC> 2ND QTR NET
  Shr 33 cts vs 28 cts
      Net 3,722,000 vs 3,103,000
      Sales 33.0 mln vs 31.8 mln
      Avg shrs 11.2 mln vs 11.1 mln
      1st half
      Shr 68 cts vs 58 cts
      Net 7,585,000 vs 6,346,000
      Sales 65.9 mln vs 61.3 mln
      Avg shrs 11.2 mln vs 11.0 mln
      NOTE: Share adjusted for three-for-two October 1986 stock
  split.
  

"
763,"INDONESIA'S NON-OIL EXPORTS DECLINE IN 1986
  Indonesia's non-oil and gas exports
  fell to 5.79 billion dlrs in calendar 1986 from 5.98 billion in
  1985, according to Bank Indonesia figures.
      Coffee exports rose to 753 mln dlrs from 580 mln in 1985,
  but rubber shipments fell to 625 mln from 720 mln and tin to
  180.6 mln from 246 mln, weekly central bank figures show.
      Indonesia hopes to boost its non-oil exports to make up for
  oil revenue lost because of lower prices. But the lower value
  of commodities such as timber, rubber, palm oil and tea on
  world markets has prevented this, despite a 31 pct devaluation
  of the rupiah against the dollar in September.
  

","[77, 28, 35, 33]","['palm-oil', 'rubber', 'coffee', 'trade']","INDONESIA'S NON-OIL EXPORTS DECLINE IN 1986
  Indonesia's non-oil and gas exports
  fell to 5.79 billion dlrs in calendar 1986 from 5.98 billion in
  1985, according to Bank Indonesia figures.
      Coffee exports rose to 753 mln dlrs from 580 mln in 1985,
  but rubber shipments fell to 625 mln from 720 mln and tin to
  180.6 mln from 246 mln, weekly central bank figures show.
      Indonesia hopes to boost its non-oil exports to make up for
  oil revenue lost because of lower prices. But the lower value
  of commodities such as timber, rubber, palm oil and tea on
  world markets has prevented this, despite a 31 pct devaluation
  of the rupiah against the dollar in September.
  

"
764,"EASTPARK REALTY TRUST &lt;ERT> 4TH QTR NET
  Shr 1.52 dlrs vs 17 cts
      Net 1,306,000 vs 144,000
      Rev 758,000 vs 670,000
      Year
      Shr 2.68 dlrs vs 2.63 dlrs
      Net 2,313,000 vs 2,285,000
      Rev 2.8 mln vs 2.7 mln
      NOTE: Fourth qtr and 1986 had gains on real estate
  investments of 933,000 dlrs, or 1.08 a share, and 970,000 dlrs,
  or 1.12 a share, respectively.
      This compares with a loss of 137,000 dlrs, or 15 cts a
  share, and again of 1.3 mln dlrs, or 1.45 a share, for the
  fourth qtr and year respectively in 1985.
  

",[41],['earn'],"EASTPARK REALTY TRUST &lt;ERT> 4TH QTR NET
  Shr 1.52 dlrs vs 17 cts
      Net 1,306,000 vs 144,000
      Rev 758,000 vs 670,000
      Year
      Shr 2.68 dlrs vs 2.63 dlrs
      Net 2,313,000 vs 2,285,000
      Rev 2.8 mln vs 2.7 mln
      NOTE: Fourth qtr and 1986 had gains on real estate
  investments of 933,000 dlrs, or 1.08 a share, and 970,000 dlrs,
  or 1.12 a share, respectively.
      This compares with a loss of 137,000 dlrs, or 15 cts a
  share, and again of 1.3 mln dlrs, or 1.45 a share, for the
  fourth qtr and year respectively in 1985.
  

"
765,"EAGLE CLOTHES INC &lt;EGL> 2nD QTR JAN 31
  Shr profit 17 cts vs profit 14 cts
      Net profit 1.3 mln vs profit 901,000
      Revs 36.9 mln vs 36.2 mln
      Six months
      Shr profit 18 cts vs loss 11 cts
      Net profit 1.4 mln vs loss 716,000
      Revs 63.6 mln vs 57.7 mln
      NOTE:1986 six months includes increase in provision for
  doubtful accounts to 1.5 mln dlrs. 1986 shares give effect to
  issuance of 1.5 mln shares in exchange for outstanding Series 1
  preferred shares.
  

",[41],['earn'],"EAGLE CLOTHES INC &lt;EGL> 2nD QTR JAN 31
  Shr profit 17 cts vs profit 14 cts
      Net profit 1.3 mln vs profit 901,000
      Revs 36.9 mln vs 36.2 mln
      Six months
      Shr profit 18 cts vs loss 11 cts
      Net profit 1.4 mln vs loss 716,000
      Revs 63.6 mln vs 57.7 mln
      NOTE:1986 six months includes increase in provision for
  doubtful accounts to 1.5 mln dlrs. 1986 shares give effect to
  issuance of 1.5 mln shares in exchange for outstanding Series 1
  preferred shares.
  

"
766,"EXCO BUYS U.S. GOVERNMENT SECURITIES BROKER
  &lt;Exco International Plc>, a subsidiary of
  British and Commonwealth Shipping Co Plc &lt;BCOM.L>, said it had
  agreed in principle to buy an 80 pct stake in &lt;RMJ Holdings
  Corp> for about 79 mln dlrs.
      Exco Chairman Richard Lacy told Reuters the acquisition was
  being made from Bank of New York Co Inc &lt;BK.N>, which currently
  holds a 50.1 pct, and from RMJ partners who hold the remainder.
      Bank of New York and the partners will retain about 10 pct
  each and these stakes will be bought over the next six years.
      RMJ is the holding company of RMJ Securities, one of the
  largest U.S. Government securities brokers.
      It is also involved in broking notes, obligations and other
  instruments sponsored by U.S. Federal agencies.
      Lacy said Exco had been considering buying a U.S.
  Government securities broker for the past four years and had
  made an offer for RMJ when it was sold by Security Pacific Corp
  &lt;SPC.N> in 1985. RMJ was then valued at about 50 mln dlrs.
      B and C managing director Peter Goldie said RMJ would be
  bought at about the same multiple as Exco, suggesting net
  income of around 16 mln dlrs.
      The company's earnings had not been hit by the halving of
  brokerage fees some 14 months ago as volumes had since doubled.
      Lacy said that RMJ employed some 300 people, with 200 in
  the brokerage business and about 70 in its &lt;SMS> unit, which
  provided computer software for the financial services
  community.
      RMJ Securities had offices in New York, where total market
  turnover of U.S. Government securities was 110 billion dlrs a
  day, and in London where it has 15 billion.
      It was also given permission last week to open an office in
  Tokyo where total market turnover had lifted rapidly to about
  five billion dlrs a day.
      The acquisition would contribute between five and 10 pct of
  B and C's share earnings in 1987 on a proforma basis.
  

",[3],['acq'],"Exco International Plc, a subsidiary of British and Commonwealth Shipping Co Plc, has agreed to purchase an 80% stake in RMJ Holdings Corp for approximately $79 million. The acquisition is being made from Bank of New York Co Inc and RMJ partners, with both entities retaining a 10% stake each. RMJ Holdings Corp is the parent company of RMJ Securities, a major broker of U.S. government securities, notes, obligations, and other federal agency-sponsored instruments. Exco has been interested in acquiring a U.S. government securities broker for the past four years and had previously made an offer for RMJ when it was sold in 1985. The acquisition is expected to contribute 5-10% of B and C's share earnings in 1987."
767,"WESTINGHOUSE SAYS IT EXPECTS AT LEAST 10 PCT EARNINGS/SHR GROWTH THROUGH 89

  WESTINGHOUSE SAYS IT EXPECTS AT LEAST 10 PCT EARNINGS/SHR GROWTH THROUGH 89
  

",[41],['earn'],"WESTINGHOUSE SAYS IT EXPECTS AT LEAST 10 PCT EARNINGS/SHR GROWTH THROUGH 89

  WESTINGHOUSE SAYS IT EXPECTS AT LEAST 10 PCT EARNINGS/SHR GROWTH THROUGH 89
  

"
768,"CELINA &lt;CELNA> SHAREHOLDERS APPROVE SALE
  Celina Financial Corp said
  shareholders at a special meeting approved a transaction in
  which the company transferred its interest in three insurance
  companies to a wholly owned subsidiary which then sold the
  three companies to an affiliated subsidiary.
      It said the company's interests in West Virginia Fire and
  Casualty Co, Congregation Insurance co and National Term Life
  Insurance Co had been transferred to First National Indemnity
  Co, which sold the three to Celina Mutual for cash, an office
  building and related real estate.
  

",[3],['acq'],"CELINA &lt;CELNA> SHAREHOLDERS APPROVE SALE
  Celina Financial Corp said
  shareholders at a special meeting approved a transaction in
  which the company transferred its interest in three insurance
  companies to a wholly owned subsidiary which then sold the
  three companies to an affiliated subsidiary.
      It said the company's interests in West Virginia Fire and
  Casualty Co, Congregation Insurance co and National Term Life
  Insurance Co had been transferred to First National Indemnity
  Co, which sold the three to Celina Mutual for cash, an office
  building and related real estate.
  

"
769,"HOME SAVINGS BANK &lt;HMSB> SETS INITIAL DIVIDEND
  Qtly div nine cts
      Pay April 30
      Record April six
  

",[41],['earn'],"HOME SAVINGS BANK &lt;HMSB> SETS INITIAL DIVIDEND
  Qtly div nine cts
      Pay April 30
      Record April six
  

"
770,"CHILDREN'S DISCOVERY &lt;CDCRA> 4TH QTR LOSS
  Shr loss 18 cts vs profit six cts
      Net loss 509,471 vs profit 163,840
      Revs 2,623,974 vs 1,835,580
      12 mths
      Shr loss 18 cts vs profit 10 cts
      Net loss 494,352 vs profit 173,948
      Revs 10.1 mln vs 3,551,429
      NOTE: 4th qtr loss reflects 290,000 dlrs of non-recurring
  expenses related to senior management changes.
      Full name of company is Children's Discovery Centers of
  America Inc.
  

",[41],['earn'],"CHILDREN'S DISCOVERY &lt;CDCRA> 4TH QTR LOSS
  Shr loss 18 cts vs profit six cts
      Net loss 509,471 vs profit 163,840
      Revs 2,623,974 vs 1,835,580
      12 mths
      Shr loss 18 cts vs profit 10 cts
      Net loss 494,352 vs profit 173,948
      Revs 10.1 mln vs 3,551,429
      NOTE: 4th qtr loss reflects 290,000 dlrs of non-recurring
  expenses related to senior management changes.
      Full name of company is Children's Discovery Centers of
  America Inc.
  

"
771,"FED'S HELLER URGES BROAD REFORM TO AID BANKING
  Federal Reserve Board Governor
  Robert Heller said the banking system could be strengthened by
  permitting formation of financial services holding companies
  involved in areas like banking, insurance, real estate and
  securities.
      In a speech prepared for delivery in New York to the Bank
  and Financial Analysts' Association, Heller said, ""I believe
  that increased diversification along geographic and product
  lines is the key to strengthening the American banking system.""
      He said he supported the idea of financial services holding
  companies advocated by the Association of Bank Holding
  Companies in which regulation of various bank, thrift,
  insurance, investment, securities and real estate subsidiaries
  would be handled on functional lines.
      ""Limits would be placed on the extension of credit by the
  bank to the associated institutions, and all transactions would
  have to be on an arms-length basis,"" Heller said.
      Measures would be necessary to avoid abuse of the banks'
  special position by such holding companies or subsidiaries.
      Heller said he ""would require the holding company to serve
  as a 'source of strength' to the bank by making a commitment to
  maintain the bank's capital.
      ""In other words, the bank would not be allowed to fail as
  long as the holding company has a positive net worth.""
      Heller also said commercial enterprises should be permitted
  to own a financial services holding company, again with the
  provision that capital would flow to the financial enterprise
  if necessary.
      Heller said the effects of these actions ""would be banks
  that are at least as strong as the corporations holding them"" in
  which customer deposits were assured while any incentive to
  ""loot the bank"" was removed.
      Such diversification would give access to national and
  international financial services to corporations across the
  United States.
      Heller said that would mean ""the steady decline of America's
  banks in the world financial league tables would be arrested"" by
  permitting them to become more competitive.
  

",[3],['acq'],"Robert Heller, a Federal Reserve Board Governor, advocates for the establishment of financial services holding companies to strengthen the American banking system. These holding companies would encompass various financial sectors, including banking, insurance, real estate, and securities, with regulations based on functional lines. Heller proposes limits on credit extension and arms-length transactions to prevent abuse of the banks' position. He suggests that the holding company should act as a ""source of strength"" to maintain the bank's capital, ensuring customer deposits and eliminating the risk of bank failure. Additionally, Heller supports allowing commercial enterprises to own such holding companies, providing capital flow to the financial enterprise if needed. These measures aim to enhance the competitiveness of American banks in the global financial market and provide national and international financial services to corporations across the United States."
772,"AUSTRALIA'S KEATING CHANGES ECONOMIC FORECASTS
  Domestic demand is now expected to make
  no contribution to Australian economic growth in fiscal
  1986/87, ending June 30, while net exports will account for all
  of the overall increase, Treasurer Paul Keating said here.
      However, he did not say in his speech to the Economic
  Planning Advisory Council (EPAC) if the forecast 2.25 pct rise
  in gross domestic product (gdp) had been revised.
      But Keating said domestic demand could fall slightly this
  financial year and net export growth will provide the total
  source of gdp growth.
      The August budget had forecast domestic demand would
  contribute 0.75 percentage points to non-farm gdp growth of 2.5
  pct while net exports would account for 1.75 points.
      Keating said the overall impact of the changed economic
  parameters is welcome as it appears to have contributed to a
  slightly more rapid correction in the current account deficit
  than first anticipated.
      ""The government initially forecast a current account deficit
  for 1986/87 of 14.75 billion -- our present expectation is that
  the result will be somewhat lower, around 14 billion,"" he said.
      Partial indicators released since the last meeting of EPAC
  in December indicate that the 1986/87 budget strategy is
  broadly on track, Keating said.
      ""They indicate that domestic demand has been a little more
  sluggish than was expected at budget time,"" he said.
      ""On the other hand, net exports seem to be expanding by more
  than expected at budget time, and this is underpinning growth
  in domestic production and employment.""
      Keating said it now seems likely that the 1986/87 inflation
  rate will exceed the budget forecast of eight pct.
      ""Nevertheless, there is likely to be a marked slowing in
  inflation over coming quarters as depreciation and budgetary
  effects wane,"" he said.
      Keating said the government expects economic growth to pick
  up moderately in 1987/88 due to a further significant rise in
  net exports and a very moderate but positive contribution from
  private domestic demand.
      He said domestic demand growth will be due to a
  strengthening in real household disposable income.
      The moderate rise in economic growth next financial year
  should be sufficient to sustain employment growth at a level
  broadly equivalent to that of the current fiscal year.
      ""The current account deficit will continue to show
  improvement in 1987/88,"" Keating said.
      ""As the impact of the exchange rate depreciations of recent
  years recede further, and given continued effective wage
  restraint, inflation should moderate markedly in 1987/88,"" he
  said.
  

","[42, 34]","['bop', 'gnp']","Treasurer Paul Keating announced changes to Australia's economic forecasts, stating that domestic demand is expected to make no contribution to economic growth in the 1986/87 fiscal year, while net exports will account for the overall increase. The forecast GDP rise of 2.25% has not been revised, but domestic demand may slightly decline, with net export growth driving GDP growth. The budget strategy is on track, with domestic demand slightly lower than expected and net exports expanding more than anticipated. The current account deficit is expected to be lower than initially forecast, and inflation is likely to exceed the budget forecast of 8% for 1986/87. The government anticipates economic growth to pick up in 1987/88 due to rising net exports and a positive contribution from private domestic demand, with employment growth sustained and the current account deficit continuing to improve."
773,"WESTPAC IN N.Z. RAISES INDICATOR LENDING RATE
  Westpac Banking Corp in New Zealand
  said it will increase its indicator lending rate by 1.5
  percentage points to 22.5 pct from April 7.
      Westpac said in a statement the increase reflects high
  costs of funding.
      The bank said nervousness in the wholesale deposit market
  is creating uncertainty about the immediate outlook for
  interest rates. Liquidity is expected to remain tight over the
  next month and this will put upward pressure on interest rates.
  Base lending indicator rates of the other three trading banks
  range between 21.0 pct and 21.5 pct.
  

",[32],['interest'],"WESTPAC IN N.Z. RAISES INDICATOR LENDING RATE
  Westpac Banking Corp in New Zealand
  said it will increase its indicator lending rate by 1.5
  percentage points to 22.5 pct from April 7.
      Westpac said in a statement the increase reflects high
  costs of funding.
      The bank said nervousness in the wholesale deposit market
  is creating uncertainty about the immediate outlook for
  interest rates. Liquidity is expected to remain tight over the
  next month and this will put upward pressure on interest rates.
  Base lending indicator rates of the other three trading banks
  range between 21.0 pct and 21.5 pct.
  

"
774,"LAWSON WANTS STERLING AROUND 1.60 DLRS, 2.90 MKS
  U.K. Chancellor of the Exchequer Nigel
  Lawson said he wanted sterling to stay roughly where it was,
  specifying a rate of around 2.90 marks and 1.60 dlrs.
      He told the National Economic Development Council that the
  recent Paris meeting of major industrialised nations had agreed
  on the need for exchange rate stability. There was now a
  ""reasonable alignment of currencies"" and the U.K. Government
  intended to keep sterling at about its present level, he said.
      That meant around 2.90 marks, which is the single most
  important rate to concentrate on, and 1.60 dlrs, Lawson said.
      His disclosure of two of the key targets for sterling was
  highly unusual, foreign exchange market analysts said.
      In the past he has preferred to be less definite about the
  Government's exchange rate policy, lest it give foreign
  exchange markets set limits to test.
      Lawson told the committee, which is a tripartite forum of
  government, unions and industry, that the pound would be kept
  near its present level by a mixture of interest rates and
  intervention in the foreign exchange markets.
      The pound finished trading here today at 1.6040/50 dlrs and
  2.9210/45 marks.
      His disclosure of two of the key targets for sterling was
  highly unusual, foreign exchange market analysts said.
      In the past he has preferred to be less definite about the
  Government's exchange rate policy, lest it give foreign
  exchange markets set limits to test.
      Lawson told the committee, which is a tripartite forum of
  government, unions and industry, that the pound would be kept
  near its present level by a mixture of interest rates and
  intervention in the foreign exchange markets.
      The pound finished trading here today at 1.6040/50 dlrs and
  2.9210/45 marks.
  

",[51],['money-fx'],"Nigel Lawson, the U.K. Chancellor of the Exchequer, has stated his intention to maintain the British pound's exchange rate at around 2.90 marks and 1.60 dollars. This disclosure of specific targets is a rare move by Lawson, as he usually avoids providing explicit exchange rate goals to prevent influencing the foreign exchange market. Lawson plans to use a combination of interest rates and market intervention to stabilize the pound, which currently trades at 1.6040/50 dollars and 2.9210/45 marks."
775,"TREASURY'S BAKER SUPPORTS FED MONETARY POLICY
  Treasury Secretary James Baker said
  in a newspaper interview that he supports the current course of
  Federal Reserve Board monetary policy.
      ""The course of Fed policy is quite adequate as far as we are
  concerned,"" Baker said in an interview with the New York Times.
      In the interview, Baker declined to comment about the
  recent Paris accord among the six leading industrialized
  democracies when he was asked why the U.S. agreed to stabilize
  the dollar at current levels when the trade deficit hit a
  record level last year.
      Baker said in the newspaper interview that it was ""a subject
  I prefer not to talk about.""
      He said that if he explained why the U.S. agreed to help
  maintain the dollar at current levels ""I would of necessity end
  up getting into some of the private agreements that support
  such and agreement"" on the dollar.
      Baker was optimistic about Brazil, which has stopped
  interest payments on much of its outstanding debt with foreign
  commercial banks.
      ""They are, after all, paying on time all the debt service
  and principal on their official debts, having just rescheduled
  with the Paris Club,"" Baker said in the newspaper interview.
      Baker said that Brazilian repreentatives had explained they
  intented to pay their commercial bank debts in full but needed
  time.
  

",[51],['money-fx'],"TREASURY'S BAKER SUPPORTS FED MONETARY POLICY
  Treasury Secretary James Baker said
  in a newspaper interview that he supports the current course of
  Federal Reserve Board monetary policy.
      ""The course of Fed policy is quite adequate as far as we are
  concerned,"" Baker said in an interview with the New York Times.
      In the interview, Baker declined to comment about the
  recent Paris accord among the six leading industrialized
  democracies when he was asked why the U.S. agreed to stabilize
  the dollar at current levels when the trade deficit hit a
  record level last year.
      Baker said in the newspaper interview that it was ""a subject
  I prefer not to talk about.""
      He said that if he explained why the U.S. agreed to help
  maintain the dollar at current levels ""I would of necessity end
  up getting into some of the private agreements that support
  such and agreement"" on the dollar.
      Baker was optimistic about Brazil, which has stopped
  interest payments on much of its outstanding debt with foreign
  commercial banks.
      ""They are, after all, paying on time all the debt service
  and principal on their official debts, having just rescheduled
  with the Paris Club,"" Baker said in the newspaper interview.
      Baker said that Brazilian repreentatives had explained they
  intented to pay their commercial bank debts in full but needed
  time.
  

"
776,"SERVICE CONTROL BIDS FOR AMERICAN SERVICE
  &lt;Service Control Corp> said it has
  started a tender offer for all shares of &lt;American Service
  Corp> at 37 dlrs each.
      In a newspaper advertisement, the company said the offer
  and withdrawal rights expire April Nine unless extended.  The
  American Service board has approved the offer, which is to be
  followed by a merger at the same price.
      Service Control said the offer is conditioned on receipt of
  at least 534,806 shares.  It said holders of 534,819 shares
  have agreed to tender their shares under the offer and have
  granted Service Control an option to buy them at 37 dlrs each.
  

",[3],['acq'],"SERVICE CONTROL BIDS FOR AMERICAN SERVICE
  &lt;Service Control Corp> said it has
  started a tender offer for all shares of &lt;American Service
  Corp> at 37 dlrs each.
      In a newspaper advertisement, the company said the offer
  and withdrawal rights expire April Nine unless extended.  The
  American Service board has approved the offer, which is to be
  followed by a merger at the same price.
      Service Control said the offer is conditioned on receipt of
  at least 534,806 shares.  It said holders of 534,819 shares
  have agreed to tender their shares under the offer and have
  granted Service Control an option to buy them at 37 dlrs each.
  

"
777,"MAURITIAN SUGAR EXPORTS FALL IN FEBRUARY
  Mauritius exported 47,144 tonnes of
  sugar (tel quel) in February, down from 57,911 tonnes (tel
  quel) shipped in January and 89,351 in February 1986, the
  Mauritius Chamber of Agriculture's Sugar News Bulletin said.
      Opening stocks at the beginning of last month totalled
  320,057 tonnes, against 288,406 tonnes at the start of February
  last year. Closing stocks at the end of February were 270,212
  tonnes, up from 196,309 tonnes at end-February 1986.
      The estimate for 1986 sugar production was unchanged from
  last month at 748,472 tonnes, raw value, the Chamber said.
  

",[0],['sugar'],"MAURITIAN SUGAR EXPORTS FALL IN FEBRUARY
  Mauritius exported 47,144 tonnes of
  sugar (tel quel) in February, down from 57,911 tonnes (tel
  quel) shipped in January and 89,351 in February 1986, the
  Mauritius Chamber of Agriculture's Sugar News Bulletin said.
      Opening stocks at the beginning of last month totalled
  320,057 tonnes, against 288,406 tonnes at the start of February
  last year. Closing stocks at the end of February were 270,212
  tonnes, up from 196,309 tonnes at end-February 1986.
      The estimate for 1986 sugar production was unchanged from
  last month at 748,472 tonnes, raw value, the Chamber said.
  

"
