abstract,creation_time,channel_name,platform_type,id,summary
"אור רבידעוד עולה כי המבוקשים השתמשו בשמות בדויים ובמצגי שווא אודות רווחים מניבים ותשואות גבוהות. בפועל כספי הקרבנות הועברו לחשבונות מנהלי המיזם ולא הושקעו כלל. סך כל ההונאה, שהתפרשה על פני 3 שנים וחצי, מוערך בכ-148,000,000 דולר. ארבעה מהמבוקשים הוסגרו, ושניים מהם כבר הורשעו בארה""ב ונדונו לעונשי מאסר שם@N12chat",2024-02-08 14:29:54+00:00,N12chat,telegram,894,"אור רבידעוד עולה כי המבוקשים השתמשו בשמות בדויים ובמצגי שווא אודות רווחים מניבים ותשואות גבוהות. בפועל כספי הקרבנות הועברו לחשבונות מנהלי המיזם ולא הושקעו כלל. סך כל ההונאה, שהתפרשה על פני 3 שנים וחצי, מוערך בכ-148,000,000 דולר. ארבעה מהמבוקשים הוסגרו, ושניים מהם כבר הורשעו בארה""ב ונדונו לעונשי מאסר שם@N12chat"
"טל שגיאדיווח ב-CNN: שבועיים לאחר הבחירות בארצות הברית, הנשיא דאז דונלד טראמפ התקשר בעצמו לגורמים במחוז וויין, המחוז הגדול במישיגן, ולחץ עליהם לא לאשר את תוצאות הבחירות. ההקלטה עצמה טרם התפרסמה, אך יש לה פוטנציאל לסבך את טראמפ, שעומד למשפט בשל ניסיון לבצע מהלך דומה בג'ורג'יה@N12chat",2023-12-22 12:08:50+00:00,N12chat,telegram,895,"טל שגיאדיווח ב-CNN: שבועיים לאחר הבחירות בארצות הברית, הנשיא דאז דונלד טראמפ התקשר בעצמו לגורמים במחוז וויין, המחוז הגדול במישיגן, ולחץ עליהם לא לאשר את תוצאות הבחירות. ההקלטה עצמה טרם התפרסמה, אך יש לה פוטנציאל לסבך את טראמפ, שעומד למשפט בשל ניסיון לבצע מהלך דומה בג'ורג'יה@N12chat"
"לאור הדיווחים בתקשורת הפלסטינית אתמול על כוונת משפחות עזתיות לשוב צפונה לאחר שהתפנו לדרום הרצועה פיזר הלילה צה""ל כרוזים ברחבי הרצועה המזהירים את התושבים שלא לנהוג כך כי הם מסכנים את חייהם וכי התנועה מותרת דרומה בלבד על ציר צלאח א-דין.כמו כן הודיע דובר צה""ל בערבית כי כוחות צה""ל השלימו את הערכות על קווי הפסקת הלחימה ברצועת עזה מחוץ לריכוזי אוכלוסייה והם יעסקו בפעילות לוגיסטית בציר נצרים ובדרך החוף.עוד עדכן דובר צה""ל כי משאיות סיוע לא יורשו לעלות צפונה ללא תיאום עם ישראל.כדי להגיב לכתבה לחצו כאן",2023-11-24 06:25:54+00:00,abualiexpress,telegram,896,"לאור הדיווחים בתקשורת הפלסטינית אתמול על כוונת משפחות עזתיות לשוב צפונה לאחר שהתפנו לדרום הרצועה פיזר הלילה צה""ל כרוזים ברחבי הרצועה המזהירים את התושבים שלא לנהוג כך כי הם מסכנים את חייהם וכי התנועה מותרת דרומה בלבד על ציר צלאח א-דין.כמו כן הודיע דובר צה""ל בערבית כי כוחות צה""ל השלימו את הערכות על קווי הפסקת הלחימה ברצועת עזה מחוץ לריכוזי אוכלוסייה והם יעסקו בפעילות לוגיסטית בציר נצרים ובדרך החוף.עוד עדכן דובר צה""ל כי משאיות סיוע לא יורשו לעלות צפונה ללא תיאום עם ישראל.כדי להגיב לכתבה לחצו כאן"
"שושי חתוקהראש הממשלה בנימין נתניהו נפגש כעת בארבע עיניים עם מזכיר המדינה של ארה""ב אנתוני בלינקן, בלשכת רה""מ בירושלים. צילום: עמוס בן גרשום /לע""מ@N12chat",2023-11-30 09:30:05+00:00,N12chat,telegram,897,"שושי חתוקהראש הממשלה בנימין נתניהו נפגש כעת בארבע עיניים עם מזכיר המדינה של ארה""ב אנתוני בלינקן, בלשכת רה""מ בירושלים. צילום: עמוס בן גרשום /לע""מ@N12chat"
ספיר ליפקיןדיווח בערוץ אל-ערביה הסעודי: שלושה פעילי חיזבאללה חוסלו בתקיפה בכפר רמאן@N12chat,2024-02-22 17:02:33+00:00,N12chat,telegram,898,ספיר ליפקיןדיווח בערוץ אל-ערביה הסעודי: שלושה פעילי חיזבאללה חוסלו בתקיפה בכפר רמאן@N12chat
"נסראללה הבן...מחמד מהדי נסראללה, בנו של חסן נסראללה העלה תמונת פרופיל חדשה לחשבונותיו ברשתות החברתיות בה הוא חובש על ראשו את הטורבן השחור של אביו בפוזה דומה לזו של אביו בתמונת עבר.הערוצים השיעים כבר רוטטים מהעניין ומוסיפים ציטוט מתוך אחד מנאומיו של חסן נסראללה :""‏إذا اسـتـشـهـد مـنّـا سـيّـد ، قـام سـيّـد""""אם אחד מאיתנו מת מות קדושים, קם אחר תחתיו""3 תגובות",2024-12-17 19:29:35+00:00,abualiexpress,telegram,899,"נסראללה הבן...מחמד מהדי נסראללה, בנו של חסן נסראללה העלה תמונת פרופיל חדשה לחשבונותיו ברשתות החברתיות בה הוא חובש על ראשו את הטורבן השחור של אביו בפוזה דומה לזו של אביו בתמונת עבר.הערוצים השיעים כבר רוטטים מהעניין ומוסיפים ציטוט מתוך אחד מנאומיו של חסן נסראללה :""‏إذا اسـتـشـهـد مـنّـا سـيّـد ، قـام سـيّـد""""אם אחד מאיתנו מת מות קדושים, קם אחר תחתיו""3 תגובות"
°תוכן שיווקי,2024-01-28 14:59:00+00:00,abualiexpress,telegram,900,°תוכן שיווקי
,2024-02-06 10:34:30+00:00,abualiexpress,telegram,901,
"ספיר ליפקיןבעזה מדווחים: צה""ל תוקף באזור ג'באליה@N12chat",2023-12-20 10:07:56+00:00,N12chat,telegram,902,"ספיר ליפקיןבעזה מדווחים: צה""ל תוקף באזור ג'באליה@N12chat"
"דפנה ליאלג'ראד ואיוונקה טראמפ סיירו בהריסות כפר עזה עם יו""ר הכנסת אמיר אוחנה@N12chat",2023-12-21 14:19:41+00:00,N12chat,telegram,903,"דפנה ליאלג'ראד ואיוונקה טראמפ סיירו בהריסות כפר עזה עם יו""ר הכנסת אמיר אוחנה@N12chat"
"מטוסי חיל האוויר ""מציירים"" בשמי ביירות.כדי להגיב לכתבה לחצו כאן",2024-02-08 11:58:21+00:00,abualiexpress,telegram,904,"מטוסי חיל האוויר ""מציירים"" בשמי ביירות.כדי להגיב לכתבה לחצו כאן"
"אסף רוזנצוייגסוכנות הידיעות הצפון קוריאנית KCNA דיווחה שנשיא רוסיה פוטין העניק לקים ג'ונג און רכב יוקרתי מדגם Aurus ""לשימושו הפרטי"". צילום: רויטרס@N12chat",2024-02-20 08:50:43+00:00,N12chat,telegram,905,"אסף רוזנצוייגסוכנות הידיעות הצפון קוריאנית KCNA דיווחה שנשיא רוסיה פוטין העניק לקים ג'ונג און רכב יוקרתי מדגם Aurus ""לשימושו הפרטי"". צילום: רויטרס@N12chat"
"רגעי תקיפת הרכב בנבטיה.ע""פ דיווחים מקומיים בלבנון הכטב""מים רדפו אחרי הרכב. שיגרו טיל ראשון שפגע בצדי הדרך ופספס את הרכב ורק אז ירו טיל נוסף שפגע ברכב עצמו.User sent a document",2024-02-08 16:04:02+00:00,abualiexpress,telegram,906,"רגעי תקיפת הרכב בנבטיה.ע""פ דיווחים מקומיים בלבנון הכטב""מים רדפו אחרי הרכב. שיגרו טיל ראשון שפגע בצדי הדרך ופספס את הרכב ורק אז ירו טיל נוסף שפגע ברכב עצמו.User sent a document"
"גאנם איברהיםמקור בכיר לרשת אל-מיאדין: סגנו של הנייה, חליל אלחיה, נפגש עם ראש שירותי המודיעין המצרי@N12chat",2024-02-08 11:51:04+00:00,N12chat,telegram,907,"גאנם איברהיםמקור בכיר לרשת אל-מיאדין: סגנו של הנייה, חליל אלחיה, נפגש עם ראש שירותי המודיעין המצרי@N12chat"
"אסף יחזקאלימנהל המערך האונקולוגי באיכילוב נגד יוזמת קיש בפרסי ישראל: פרס ישראל נועד לציין אישים בעלי הישגים יוצאי דופן ומצויינות בתחומי המדע, הספרות, הרפואה, המחקר🥇פרסי מפעל חיים ותרומה לחברה חשובים מאד אך הם באים בנוסף ולא במקום.ביטול פרס המצויינות החשוב ביותר של המדינה משדר מסר שלילי מאד ברור@N12chat",2024-02-15 08:37:37+00:00,N12chat,telegram,908,"אסף יחזקאלימנהל המערך האונקולוגי באיכילוב נגד יוזמת קיש בפרסי ישראל: פרס ישראל נועד לציין אישים בעלי הישגים יוצאי דופן ומצויינות בתחומי המדע, הספרות, הרפואה, המחקר🥇פרסי מפעל חיים ותרומה לחברה חשובים מאד אך הם באים בנוסף ולא במקום.ביטול פרס המצויינות החשוב ביותר של המדינה משדר מסר שלילי מאד ברור@N12chat"
אסף רוזנצוייגדיווח ב-CNN: גוברת הדאגה בממשל ביידן כי ישראל נערכת למלחמה בלבנון. גוברת ההערכה בוושינגטון כי ישראל מתכננת כניסה קרקעית צבאית ללבנון בחודשי האביב המאוחרים או בתחילת הקיץ אם ייכשלו המאמצים להגיע להסדר מדיני@N12chat,2024-02-29 05:37:05+00:00,N12chat,telegram,909,אסף רוזנצוייגדיווח ב-CNN: גוברת הדאגה בממשל ביידן כי ישראל נערכת למלחמה בלבנון. גוברת ההערכה בוושינגטון כי ישראל מתכננת כניסה קרקעית צבאית ללבנון בחודשי האביב המאוחרים או בתחילת הקיץ אם ייכשלו המאמצים להגיע להסדר מדיני@N12chat
תמיר סטיינמןצבע אדום בכיסופים שבמועצה האזורית אשכול@N12chat,2023-12-03 15:43:06+00:00,N12chat,telegram,910,תמיר סטיינמןצבע אדום בכיסופים שבמועצה האזורית אשכול@N12chat
"הפלסטינים מדווחים שכוחות צה""ל עצרו הלילה בעקבת ג'בר, שבנפת יריחו את הנער יוסף אלח'טיב.החלק המעניין: אלח'טיב שוחרר במסגרת העסקה האחרונה עם חמאס בתמורה לשחרור חטופים מעזה.הוא העצור הראשון (ולא האחרון) מקרב המשוחררים בעסקה עם חמאס.",2023-12-09 07:14:15+00:00,abualiexpress,telegram,911,"הפלסטינים מדווחים שכוחות צה""ל עצרו הלילה בעקבת ג'בר, שבנפת יריחו את הנער יוסף אלח'טיב.החלק המעניין: אלח'טיב שוחרר במסגרת העסקה האחרונה עם חמאס בתמורה לשחרור חטופים מעזה.הוא העצור הראשון (ולא האחרון) מקרב המשוחררים בעסקה עם חמאס."
"מבזקן 12📝דיווחי התנועה חזרו ל-Waze. מהחברה נמסר: ""ככל שיותר נהגים חוזרים לכבישים, אנחנו מעדכנים את מפות Google ו-Waze כך שהמשתמשים יוכלו לראות את מצב התנועה בזמן אמת לאורך המסלול שלהם כשהם מנווטים. עומסי תנועה ושכבת המידע עליהם במפות Google עדיין מושבתת""@N12chat",2023-12-23 19:26:30+00:00,N12chat,telegram,912,"מבזקן 12📝דיווחי התנועה חזרו ל-Waze. מהחברה נמסר: ""ככל שיותר נהגים חוזרים לכבישים, אנחנו מעדכנים את מפות Google ו-Waze כך שהמשתמשים יוכלו לראות את מצב התנועה בזמן אמת לאורך המסלול שלהם כשהם מנווטים. עומסי תנועה ושכבת המידע עליהם במפות Google עדיין מושבתת""@N12chat"
"אדר גיציס📝האזעקה במתת שבצפון: זוהו שתי נפילות בשטחים פתוחים. צה""ל הגיב באש ארטילריה לעבר מקור הירי@N12chat",2024-01-29 16:27:51+00:00,N12chat,telegram,913,"אדר גיציס📝האזעקה במתת שבצפון: זוהו שתי נפילות בשטחים פתוחים. צה""ל הגיב באש ארטילריה לעבר מקור הירי@N12chat"
אסף רוזנצוייגאוקראינה: לפחות 18 בני אדם נהרגו ו-132 נפצעו במתקפה המסיבית של צבא רוסיה הבוקר@N12chat,2023-12-29 12:26:35+00:00,N12chat,telegram,914,אסף רוזנצוייגאוקראינה: לפחות 18 בני אדם נהרגו ו-132 נפצעו במתקפה המסיבית של צבא רוסיה הבוקר@N12chat
"יובל אראלבית המשפט המחוזי בירושלים גזר על נתנאל אורקיזה 8 שנות מאסר בפועל לאחר שהורשע בביצוע עבירות מין חמורות בקטינה בת 5. כמו כן, בית המשפט חייב את הנאשם בפיצוי. על פי כתב האישום אנס אורקיזה את בת ה-5 בזמן שהיא בוכה וזועקת@N12chat",2024-02-05 12:01:02+00:00,N12chat,telegram,915,"יובל אראלבית המשפט המחוזי בירושלים גזר על נתנאל אורקיזה 8 שנות מאסר בפועל לאחר שהורשע בביצוע עבירות מין חמורות בקטינה בת 5. כמו כן, בית המשפט חייב את הנאשם בפיצוי. על פי כתב האישום אנס אורקיזה את בת ה-5 בזמן שהיא בוכה וזועקת@N12chat"
לשכת ההסברה של חמאס: 220 אלף יחידות דיור ניזוקו ברצועת עזה במהלך המלחמה. 40 אלף נהרסו כליל.בהנחה שלפחות 5 אנשים (ולהערכתי הרבה יותר) גרים בכל יחידת דיור ממוצעת בעזה אפשר להעריך שביתם של יותר ממחצית מתושבי הרצועה נפגע בלחימה.,2023-11-06 09:17:04+00:00,abualiexpress,telegram,916,לשכת ההסברה של חמאס: 220 אלף יחידות דיור ניזוקו ברצועת עזה במהלך המלחמה. 40 אלף נהרסו כליל.בהנחה שלפחות 5 אנשים (ולהערכתי הרבה יותר) גרים בכל יחידת דיור ממוצעת בעזה אפשר להעריך שביתם של יותר ממחצית מתושבי הרצועה נפגע בלחימה.
"אסף רוזנצוייגדרמה של הרגע האחרון: בהתערבות הקונסול הרוסי, דקות לפני שהיו אמורים להמריא בחזרה לישראל, ארבעת חברי להקת BI-2 הישראלים, שכלואים בתאילנד ומבוקשים ברוסיה בגין פעילות אופוזיציונית, לא ישוחררו מהמעצר. כעת קיים חשש כבד שיוסגרו לרוסיה ויישפטו לעונש מאסר כבד@N12chat",2024-01-30 10:41:31+00:00,N12chat,telegram,917,"אסף רוזנצוייגדרמה של הרגע האחרון: בהתערבות הקונסול הרוסי, דקות לפני שהיו אמורים להמריא בחזרה לישראל, ארבעת חברי להקת BI-2 הישראלים, שכלואים בתאילנד ומבוקשים ברוסיה בגין פעילות אופוזיציונית, לא ישוחררו מהמעצר. כעת קיים חשש כבד שיוסגרו לרוסיה ויישפטו לעונש מאסר כבד@N12chat"
"אסף רוזנצוייגשר הכלכלה החדש של ארגנטינה לואיס קפוטו הודיע הלילה על פיחות של 50% במטבע הפסו - מערך של 400 פסו לדולר לערך של 800 פסו לדולר, בנוסף לקיצוץ מסיבי בסובסידיות בתחומי האנרגיה והתחבורה - כחלק ממדיניות ""טיפול ההלם"" בכלכלה של הנשיא החדש חאבייר מיליי@N12chat",2023-12-13 07:10:39+00:00,N12chat,telegram,918,"אסף רוזנצוייגשר הכלכלה החדש של ארגנטינה לואיס קפוטו הודיע הלילה על פיחות של 50% במטבע הפסו - מערך של 400 פסו לדולר לערך של 800 פסו לדולר, בנוסף לקיצוץ מסיבי בסובסידיות בתחומי האנרגיה והתחבורה - כחלק ממדיניות ""טיפול ההלם"" בכלכלה של הנשיא החדש חאבייר מיליי@N12chat"
ניר דבורישעתיים וחצי לפני הפסקת האש: צבע אדום בעוטף עזה@N12chat,2023-11-24 02:50:55+00:00,N12chat,telegram,919,ניר דבורישעתיים וחצי לפני הפסקת האש: צבע אדום בעוטף עזה@N12chat
אסף רוזנצוייגגם חברת התעבורה הימית Evergreen Line הודיעה על השהיית פעילותה בים סוף@N12chat,2023-12-18 12:20:16+00:00,N12chat,telegram,920,אסף רוזנצוייגגם חברת התעבורה הימית Evergreen Line הודיעה על השהיית פעילותה בים סוף@N12chat
"ספיר ליפקיןתיעוד ממערב ח'אן יונס: טנקים של צה""ל תועדו לעיני העזתים@N12chat",2024-01-22 08:53:32+00:00,N12chat,telegram,921,"ספיר ליפקיןתיעוד ממערב ח'אן יונס: טנקים של צה""ל תועדו לעיני העזתים@N12chat"
"בהודעת הזרוע הצבאית של חמאס נכתב כי המטרה בתקיפת צאלים היא המפקדה של אוגדת סיני.ערוצים מזוהי חמאס מנסים לייצר קשר בין התקיפה של צה""ל אתמול  על עמדה מצרית, בשוגג במעבר רפיח, ובין שליחת הכטב""מ למפקדת אוגדת עזה - כאילו הם נוקמים בשביל המצריים....",2023-10-23 12:41:07+00:00,abualiexpress,telegram,922,"בהודעת הזרוע הצבאית של חמאס נכתב כי המטרה בתקיפת צאלים היא המפקדה של אוגדת סיני.ערוצים מזוהי חמאס מנסים לייצר קשר בין התקיפה של צה""ל אתמול  על עמדה מצרית, בשוגג במעבר רפיח, ובין שליחת הכטב""מ למפקדת אוגדת עזה - כאילו הם נוקמים בשביל המצריים...."
חברת התקשורת הפלסטינית: החלה חזרה הדרגתית של שירותי האינטרנט והתקשרות ברצועה.,2023-11-06 07:27:53+00:00,abualiexpress,telegram,923,חברת התקשורת הפלסטינית: החלה חזרה הדרגתית של שירותי האינטרנט והתקשרות ברצועה.
°תוכן שיווקי,2024-12-06 13:59:07+00:00,abualiexpress,telegram,924,°תוכן שיווקי
"אסף רוזנצוייגדיווח בניו יורק טיימס: למרות הצהרתו לפני שבוע וחצי כי ""מטרות המלחמה של רוסיה לא השתנו"", פוטין שלח בחודשים האחרונים מתווכים דיפלומטים בניסיון להשיג הפסקת אש על בסיס קו הלחימה הנוכחי. מקורות אמריקניים מספרים כי זו לא הפעם הראשונה שבה נשיא רוסיה חתר להפסקת אש, וכי הוא ניסה להשיג הסכם עם אוקראינה גם בסתיו 2022@N12chat",2023-12-23 15:26:05+00:00,N12chat,telegram,925,"אסף רוזנצוייגדיווח בניו יורק טיימס: למרות הצהרתו לפני שבוע וחצי כי ""מטרות המלחמה של רוסיה לא השתנו"", פוטין שלח בחודשים האחרונים מתווכים דיפלומטים בניסיון להשיג הפסקת אש על בסיס קו הלחימה הנוכחי. מקורות אמריקניים מספרים כי זו לא הפעם הראשונה שבה נשיא רוסיה חתר להפסקת אש, וכי הוא ניסה להשיג הסכם עם אוקראינה גם בסתיו 2022@N12chat"
"איתמר מינמרעילי דוד, אח של אביתר דוד, שמציין היום את יום הולדתו ה-23 בשבי חמאס: ""אביתר הוא ילד צנוע ומתוק עם אהבה למוזיקה ולחברים, אני בטוח שגם בשבי הוא משמח ומשמש אור לשאר החטופים שאיתו שם. קיווינו לנס חנוכה והנס לא הגיע. ממשלת ישראל חייבת למצוא פתרון""@N12chat",2023-12-14 17:27:39+00:00,N12chat,telegram,926,"איתמר מינמרעילי דוד, אח של אביתר דוד, שמציין היום את יום הולדתו ה-23 בשבי חמאס: ""אביתר הוא ילד צנוע ומתוק עם אהבה למוזיקה ולחברים, אני בטוח שגם בשבי הוא משמח ומשמש אור לשאר החטופים שאיתו שם. קיווינו לנס חנוכה והנס לא הגיע. ממשלת ישראל חייבת למצוא פתרון""@N12chat"
אסף רוזנצוייגפוטין: עמדתי בנושא המלחמה בעזה דומה לעמדתו של נשיא טורקיה ארדואן@N12chat,2023-12-14 12:02:06+00:00,N12chat,telegram,927,אסף רוזנצוייגפוטין: עמדתי בנושא המלחמה בעזה דומה לעמדתו של נשיא טורקיה ארדואן@N12chat
"°כל מה שאתם צריכים, במחיר הטוב ביותר וביחס הכי אישי.🇮🇱 חנות הדגל לציוד טקטי של חברת Zahal מגיעה לשוק הישראלי ואתם מרוויחים. 🔥אצלנו תמצאו:✅️ ערכות הסבה לאקדחים ✅️ אביזרי נשק✅️ כוונות השלכה✅️ נרתיקים ופונדותועוד מאות מוצרים תוצרת כחול-לבן 🇮🇱💪🏼להזמנות: https://israeltactical.co.il/לפרטים, בירורים והתייעצות:0542465157 - יואבאו בטלגרם: https://t.me/israelgunkit המכירה בהצגת רישיון נשק תקף / תעודת משרתי כוחות בטחון בלבדUser sent a document",2024-01-29 17:00:03+00:00,abualiexpress,telegram,928,"°כל מה שאתם צריכים, במחיר הטוב ביותר וביחס הכי אישי.🇮🇱 חנות הדגל לציוד טקטי של חברת Zahal מגיעה לשוק הישראלי ואתם מרוויחים. 🔥אצלנו תמצאו:✅️ ערכות הסבה לאקדחים ✅️ אביזרי נשק✅️ כוונות השלכה✅️ נרתיקים ופונדותועוד מאות מוצרים תוצרת כחול-לבן 🇮🇱💪🏼להזמנות: https://israeltactical.co.il/לפרטים, בירורים והתייעצות:0542465157 - יואבאו בטלגרם: https://t.me/israelgunkit המכירה בהצגת רישיון נשק תקף / תעודת משרתי כוחות בטחון בלבדUser sent a document"
ניר דבורי📝החטופים עברו בדיקה רפואית ראשונה בידי אנשי הצלב האדום; דיווח שהועבר לישראל: כולם במצב בריאותי תקין@N12chat,2023-11-25 21:19:17+00:00,N12chat,telegram,929,ניר דבורי📝החטופים עברו בדיקה רפואית ראשונה בידי אנשי הצלב האדום; דיווח שהועבר לישראל: כולם במצב בריאותי תקין@N12chat
"ערוצים פלסטינים מפרסמים תיעוד מראשית המלחמה בו נראית, להגדרתם, ""תקיפת חגורת אש"".ככל הנראה צולם בצפון הרצועה.User sent a document",2023-11-23 07:39:48+00:00,abualiexpress,telegram,930,"ערוצים פלסטינים מפרסמים תיעוד מראשית המלחמה בו נראית, להגדרתם, ""תקיפת חגורת אש"".ככל הנראה צולם בצפון הרצועה.User sent a document"
"ספיר ליפקיןמקורות לבנוניים לסקיי ניוז בערבית: שרת החוץ של גרמניה, שביקרה אתמול בישראל, העבירה ללבנון הצעה ישראלית להצבת כוחות גרמניים בגבול עם סמכויות צבאיות. על פי הדיווח, הצד הלבנוני מסרב להצעה@N12chat",2024-01-08 09:12:55+00:00,N12chat,telegram,931,"ספיר ליפקיןמקורות לבנוניים לסקיי ניוז בערבית: שרת החוץ של גרמניה, שביקרה אתמול בישראל, העבירה ללבנון הצעה ישראלית להצבת כוחות גרמניים בגבול עם סמכויות צבאיות. על פי הדיווח, הצד הלבנוני מסרב להצעה@N12chat"
"במקביל העזתיים מדווחים על תקיפות אינטנסיביות ברצועה. בשלוש תקיפות בשעה האחרונה מדווחים הפלסטינים על יותר מעשרה הרוגים בכל מוקד תקיפה ועשרות פצועים. מוקדי התקיפה:במחנה הפליטים שאטי בעיר עזה.בשכונת שיח' רצ'ואן בעיר עזה.בח'אן יונס(דרום הרצועה) .##מעבר לכך מדווחים הפלסטינים על ""תקיפות הרעדה"" במרכז ח'אן יונס - באמצעות פצצות היוצרות רעד שונה באדמה. ייתכן ומדובר בחודרות בונקרים המוטלות לאזור בו יש חשד לתשתיות תת קרקע.",2023-10-23 21:59:18+00:00,abualiexpress,telegram,932,"במקביל העזתיים מדווחים על תקיפות אינטנסיביות ברצועה. בשלוש תקיפות בשעה האחרונה מדווחים הפלסטינים על יותר מעשרה הרוגים בכל מוקד תקיפה ועשרות פצועים. מוקדי התקיפה:במחנה הפליטים שאטי בעיר עזה.בשכונת שיח' רצ'ואן בעיר עזה.בח'אן יונס(דרום הרצועה) .##מעבר לכך מדווחים הפלסטינים על ""תקיפות הרעדה"" במרכז ח'אן יונס - באמצעות פצצות היוצרות רעד שונה באדמה. ייתכן ומדובר בחודרות בונקרים המוטלות לאזור בו יש חשד לתשתיות תת קרקע."
"עוצ' ברבח', כוכב הטיקטוק העזתי השתכפל: יש לו עכשיו להקת ילדים בדמותו...הוא הוסיף אפילו אפקטים של עשן...#יא_עאלם#עמאד_אבו_אסמאעיל",2024-12-21 10:16:00+00:00,abualiexpress,telegram,933,"עוצ' ברבח', כוכב הטיקטוק העזתי השתכפל: יש לו עכשיו להקת ילדים בדמותו...הוא הוסיף אפילו אפקטים של עשן...#יא_עאלם#עמאד_אבו_אסמאעיל"
מבזקן 12אזעקות בצפת@N12chat,2024-01-09 07:47:55+00:00,N12chat,telegram,934,מבזקן 12אזעקות בצפת@N12chat
"הנה מפת המיקום של רחוב ג'לאל, בין ציר צלאח א-דין ובין רחוב גמאל עבד אלנאצר בח'אן יונס.",2023-12-09 13:25:46+00:00,abualiexpress,telegram,935,"הנה מפת המיקום של רחוב ג'לאל, בין ציר צלאח א-דין ובין רחוב גמאל עבד אלנאצר בח'אן יונס."
"ירון אברהםהשר וחבר בקבינט המלחמה גדי איזנקוט באזכרת השבעה לבנו, גל מאיר איזנקוט ז""ל: ""אם הוא היה יכול להגיד לי עוד מילה הוא היה אומר 'תבחרו בחיים, תמשיכו להיות שמחים'. והוא חי איתנו בלבבות. הוא היה כזה בחיים שלו, והוא יישאר ככה לנצח""@N12chat",2023-12-14 16:56:45+00:00,N12chat,telegram,936,"ירון אברהםהשר וחבר בקבינט המלחמה גדי איזנקוט באזכרת השבעה לבנו, גל מאיר איזנקוט ז""ל: ""אם הוא היה יכול להגיד לי עוד מילה הוא היה אומר 'תבחרו בחיים, תמשיכו להיות שמחים'. והוא חי איתנו בלבבות. הוא היה כזה בחיים שלו, והוא יישאר ככה לנצח""@N12chat"
נסראללה: הכוננות העליונה שלנו לאחר תחילת אירועי ה 7.10 מנעה מישראל לתקוף את לבנון. ישראל איבדה את אלמנט ההפתעה.###נסראללה מנסה לייצר תמיכה לחזבאללה בקרב הלבנונים כמגן לבנון.כדי להגיב לכתבה לחצו כאן,2024-01-03 17:41:54+00:00,abualiexpress,telegram,937,נסראללה: הכוננות העליונה שלנו לאחר תחילת אירועי ה 7.10 מנעה מישראל לתקוף את לבנון. ישראל איבדה את אלמנט ההפתעה.###נסראללה מנסה לייצר תמיכה לחזבאללה בקרב הלבנונים כמגן לבנון.כדי להגיב לכתבה לחצו כאן
"אור רבידרס""ל יוסף גיטרץ ז""ל, שנפל אתמול בקרב בדרום רצועת עזה ועבד בתחום הרפואה ומדעי המחשב, השאיר מכתב מוצפן להוריו לאחר שגוייס למילואים ב-8 באוקטובר: ""אמא ואבא היקרים, אני מאוד אוהב אתכם ואני בעצמי בחרתי בזה. הייתי יכול לא ללכת לכאן ולהסתתר, אבל זה היה מנוגד לכל מה שאני מאמין ומעריך, ובמי שאני מחשיב את עצמי. לכן לא הייתה לי ברירה, והייתי עושה את אותו דבר אם הייתי יכול לבחור שוב. עשיתי את הבחירה הזאת בעצמי והלכתי איתה עד הסוף. נפלתי בכבוד למען עמי, אין לי חרטות""@N12chat",2023-12-26 09:37:34+00:00,N12chat,telegram,938,"אור רבידרס""ל יוסף גיטרץ ז""ל, שנפל אתמול בקרב בדרום רצועת עזה ועבד בתחום הרפואה ומדעי המחשב, השאיר מכתב מוצפן להוריו לאחר שגוייס למילואים ב-8 באוקטובר: ""אמא ואבא היקרים, אני מאוד אוהב אתכם ואני בעצמי בחרתי בזה. הייתי יכול לא ללכת לכאן ולהסתתר, אבל זה היה מנוגד לכל מה שאני מאמין ומעריך, ובמי שאני מחשיב את עצמי. לכן לא הייתה לי ברירה, והייתי עושה את אותו דבר אם הייתי יכול לבחור שוב. עשיתי את הבחירה הזאת בעצמי והלכתי איתה עד הסוף. נפלתי בכבוד למען עמי, אין לי חרטות""@N12chat"
אסף רוזנצוייגאיראן מאשימה רשמית: ישראל עומדת מאחורי פיצוץ צינורות הגז בשבוע שעבר@N12chat,2024-02-21 06:42:48+00:00,N12chat,telegram,939,אסף רוזנצוייגאיראן מאשימה רשמית: ישראל עומדת מאחורי פיצוץ צינורות הגז בשבוע שעבר@N12chat
מבזקן 12אזעקה בשלומי@N12chat,2023-12-18 12:38:00+00:00,N12chat,telegram,940,מבזקן 12אזעקה בשלומי@N12chat
אסף רוזנצוייגבעקבות רעידת האדמה ביפן - סוכנות הידיעות הרוסית ריה מדווחת על התרעות צונאמי בחצי האי סחלין במזרח הרחוק של רוסיה. התרעות נוספות הופעלו גם בצפון קוריאה@N12chat,2024-01-01 08:42:10+00:00,N12chat,telegram,941,אסף רוזנצוייגבעקבות רעידת האדמה ביפן - סוכנות הידיעות הרוסית ריה מדווחת על התרעות צונאמי בחצי האי סחלין במזרח הרחוק של רוסיה. התרעות נוספות הופעלו גם בצפון קוריאה@N12chat
